0   OVI   1035.0  1020.0  1050.0
1   CIII  1176.0  1174.0  1177.0
2   NV    1241.0  1220.0  1250.0
3   OV    1371.0  1355.0  1375.0
4   SiIV  1398.0  1387.0  1407.0
5   SiIII 0000.0  1416.0  1418.0
6   CIV   1550.0  1530.0  1569.0
7   SiI   0000.0  1843.0  1846.0
8   NIV   1719.0  1703.0  1727.0
