Stellar models, Z=0.0500, Girardi et al. 2000 + Padova 1994 No mass loss conside
 
  42   84
 
  120.00 ML
 
58 2.5920340e+06  15.2198 5.505 5.075 0.000000 0.845533 0.084520 0.000000 0.003658 -3.919
59 2.6008500e+06  14.2600 5.456 5.077 0.000000 0.830000 0.099600 0.000000 0.004000 -3.991
60 2.6381200e+06  11.4300 5.290 5.075 0.000000 0.777000 0.151000 0.000000 0.005810 -4.233
61 2.6885700e+06   9.2200 5.130 5.067 0.000000 0.713000 0.211000 0.000000 0.009030 -4.470
62 2.7579300e+06   7.4400 4.972 5.057 0.000000 0.640000 0.279000 0.000000 0.014500 -4.704
63 2.8583600e+06   5.9600 4.815 5.049 0.000000 0.549000 0.360000 0.000000 0.024500 -4.948
64 3.0176800e+06   4.6500 4.655 5.056 0.000000 0.422000 0.465000 0.000000 0.046600 -5.216
65 3.1004000e+06   4.2100 4.605 5.083 0.000000 0.364000 0.508000 0.000000 0.061400 -5.327
66 3.1087800e+06   4.1700 4.610 5.095 0.000000 0.359000 0.512000 0.000000 0.062800 -5.338
67 3.1146000e+06   4.1500 4.644 5.125 0.000000 0.355000 0.514000 0.000000 0.063900 -5.346
68 3.1183598e+06   4.1302 4.687 5.171 0.000000 0.352205 0.516439 0.000000 0.064772 -5.350
69 3.1198518e+06   4.1267 4.700 5.181 0.000000 0.351160 0.517129 0.000000 0.065120 -5.351
70 3.1218040e+06   4.1182 4.724 5.184 0.000000 0.349728 0.518216 0.000000 0.065589 -5.353
71 3.1242298e+06   4.1044 4.760 5.181 0.000000 0.347900 0.519709 0.000000 0.066180 -5.356
72 3.1267782e+06   4.0891 4.801 5.174 0.000000 0.346043 0.521215 0.000000 0.066773 -5.359
73 3.1290558e+06   4.0762 4.837 5.165 0.000000 0.344582 0.522279 0.000000 0.067228 -5.362
74 3.1308788e+06   4.0678 4.867 5.157 0.000000 0.343695 0.522742 0.000000 0.067491 -5.364
75 3.1323892e+06   4.0622 4.890 5.148 0.000000 0.343180 0.522918 0.000000 0.067641 -5.366
76 3.1337192e+06   4.0580 4.911 5.139 0.000000 0.342843 0.523122 0.000000 0.067759 -5.368
77 3.1349295e+06   4.0545 4.930 5.130 0.000000 0.342540 0.523465 0.000000 0.067888 -5.369
78 3.1360178e+06   4.0511 4.947 5.119 0.000000 0.342162 0.523867 0.000000 0.068041 -5.371
79 3.1369660e+06   4.0477 4.962 5.107 0.000000 0.341604 0.524251 0.000000 0.068231 -5.372
80 3.1377838e+06   4.0442 4.975 5.094 0.000000 0.340891 0.524603 0.000000 0.068448 -5.372
81 3.1384922e+06   4.0406 4.987 5.082 0.000000 0.340126 0.524943 0.000000 0.068665 -5.373
82 3.1390992e+06   4.0370 4.997 5.071 0.000000 0.339394 0.525290 0.000000 0.068862 -5.373
83 3.1396102e+06   4.0335 5.005 5.062 0.000000 0.338696 0.525645 0.000000 0.069037 -5.374
84 3.1400200e+06   4.0300 5.011 5.054 0.000000 0.338000 0.526000 0.000000 0.069200 -5.374
 
  100.00 ML
 
 1 5.0000000e+03 100.0000 6.161 4.603 0.598000 0.352000 0.012400 0.003100 0.026400 -3.207
 2 7.0000000e+04  99.2767 6.166 4.627 0.599273 0.351008 0.014035 0.001138 0.026632 -4.117
 3 1.0500000e+05  97.4283 6.166 4.639 0.598515 0.351733 0.013808 0.001470 0.026531 -4.723
 4 1.2250000e+05  94.1887 6.159 4.634 0.597825 0.351892 0.010821 0.004886 0.026300 -4.942
 5 2.4830208e+05  89.7071 6.146 4.615 0.595681 0.353124 0.005637 0.010910 0.025788 -4.823
 6 4.6304766e+05  84.7589 6.132 4.594 0.585627 0.362445 0.000935 0.017216 0.024361 -4.613
 7 6.6497600e+05  80.0186 6.119 4.580 0.561249 0.386783-0.001416 0.021706 0.021423 -4.531
 8 8.4986381e+05  75.5618 6.109 4.572 0.525490 0.423030-0.002592 0.024507 0.017636 -4.568
 9 1.0290724e+06  71.2256 6.099 4.567 0.484715 0.464391 0.000558 0.026605 0.014196 -4.625
10 1.2073889e+06  66.9567 6.089 4.559 0.443399 0.506131 0.000763 0.028593 0.011814 -4.641
11 1.3764544e+06  62.9203 6.079 4.551 0.403328 0.546538 0.000582 0.030383 0.010148 -4.631
12 1.5255528e+06  59.3285 6.070 4.543 0.366016 0.584201 0.000461 0.031787 0.008814 -4.616
13 1.6526849e+06  56.2197 6.061 4.536 0.331748 0.618858 0.000501 0.032771 0.007718 -4.601
14 2.1069618e+06  44.6969 6.024 4.503 0.191175 0.759623 0.000607 0.035343 0.004922 -4.584
15 2.2780268e+06  40.2432 6.007 4.489 0.133957 0.817084 0.000636 0.036094 0.004049 -4.571
16 2.3725000e+06  37.7400 5.996 4.481 0.100000 0.851000 0.000657 0.036400 0.003670 -4.601
17 2.4326745e+06  36.2755 5.990 4.477 0.080251 0.871010 0.000671 0.036616 0.003457 -4.638
