# Column 1: wavelength in Angstrom
# Column 2: extinction per g of dust in cm^2
# Column 3: albedo
# Column 4: <cos^2 theta> for scattered light
1.0   72.9411764706   0.6211   1.0
1.02329   76.7914438503   0.6163   1.0
1.04713   80.9625668449   0.6127   1.0
1.07152   85.6684491979   0.6103   1.0
1.09648   89.8930481283   0.6043   1.0
1.12202   94.7058823529   0.5997   1.0
1.14815   99.8930481283   0.5953   1.0
1.1749   105.347593583   0.5908   1.0
1.20226   111.443850267   0.588   1.0
1.23027   117.593582888   0.5851   1.0
1.25893   123.689839572   0.5804   1.0
1.28825   130.106951872   0.5755   1.0
1.31826   136.417112299   0.5694   1.0
1.34896   143.903743316   0.5655   1.0
1.38038   151.657754011   0.5616   1.0
1.41254   160.160427807   0.5582   1.0
1.44544   169.037433155   0.5548   1.0
1.47911   177.165775401   0.5481   1.0
1.51356   187.112299465   0.5448   1.0
1.54882   196.577540107   0.5396   1.0
1.58489   206.951871658   0.5348   1.0
1.62181   217.593582888   0.5298   1.0
1.65959   229.090909091   0.5255   1.0
1.69824   240.267379679   0.5192   1.0
1.73526   243.957219251   0.5092   1.0
1.73647   251.069518717   0.4972   1.0
1.73769   255.294117647   0.4888   1.0
1.7378   255.721925134   0.4879   1.0
1.73891   260.802139037   0.4787   1.0
1.73915   262.780748663   0.4719   1.0
1.73939   267.540106952   0.4604   1.0
1.73964   273.582887701   0.4472   1.0
1.73988   280.213903743   0.4337   1.0
1.74013   288.07486631   0.419   1.0
1.74037   294.652406417   0.4096   1.0
1.74061   296.631016043   0.4042   1.0
1.74086   289.144385027   0.4117   1.0
1.7411   278.181818182   0.425   1.0
1.74135   265.721925134   0.4418   1.0
1.74159   254.49197861   0.4612   1.0
1.74184   241.069518717   0.4836   1.0
1.74208   228.983957219   0.509   1.0
1.74257   190.213903743   0.6094   1.0
1.7438   159.197860963   0.744   1.0
1.74625   158.983957219   0.7729   1.0
1.77828   172.941176471   0.7802   1.0
1.8197   183.155080214   0.7788   1.0
1.86209   193.689839572   0.7764   1.0
1.90546   205.026737968   0.7739   0.99999
1.94984   216.898395722   0.7721   0.99999
1.99526   228.663101604   0.7692   0.99999
2.04174   240.534759358   0.7657   0.99999
2.0893   253.101604278   0.7626   0.99999
2.13796   267.165775401   0.7598   0.99999
2.18776   281.871657754   0.7567   0.99999
2.23872   296.631016043   0.753   0.99999
2.29087   311.978609626   0.7497   0.99999
2.34423   328.181818182   0.7461   0.99999
2.39883   345.401069519   0.7424   0.99999
2.45471   363.101604278   0.7385   0.99999
2.51189   381.229946524   0.7352   0.99999
2.5704   401.016042781   0.732   0.99999
2.63027   423.315508021   0.7291   0.99999
2.69153   446.577540107   0.7257   0.99999
2.75423   470.0   0.7219   0.99999
2.81838   494.812834225   0.7191   0.99999
2.88403   521.28342246   0.7155   0.99999
2.95121   549.732620321   0.7117   0.99999
3.01995   579.679144385   0.708   0.99999
3.0903   610.695187166   0.7041   0.99999
3.16228   641.711229947   0.7014   0.99999
3.23594   675.401069519   0.6978   0.99999
3.31131   712.834224599   0.6942   0.99999
3.38844   751.871657754   0.6902   0.99999
3.46737   793.582887701   0.6866   0.99999
3.54813   835.828877005   0.6828   0.99999
3.63078   882.352941176   0.6782   0.99998
3.71535   930.481283422   0.6739   0.99998
3.80189   980.213903743   0.6697   0.99998
3.89045   1030.48128342   0.6659   0.99998
3.98107   1080.7486631   0.6621   0.99998
4.0738   1131.55080214   0.6588   0.99998
4.16869   1185.56149733   0.6551   0.99998
4.2658   1249.19786096   0.6513   0.99998
4.36516   1313.90374332   0.6477   0.99998
4.46684   1380.21390374   0.6442   0.99998
4.57088   1450.80213904   0.6402   0.99998
4.67735   1525.13368984   0.6362   0.99998
4.7863   1602.13903743   0.6323   0.99998
4.89779   1680.7486631   0.6284   0.99997
5.01187   1765.24064171   0.6242   0.99997
5.12861   1856.68449198   0.6204   0.99997
5.24807   1950.26737968   0.6166   0.99997
5.37032   2048.6631016   0.6126   0.99997
5.49541   2151.3368984   0.6085   0.99997
5.62341   2256.68449198   0.6041   0.99997
5.7544   2366.31016043   0.5995   0.99997
5.88844   2478.60962567   0.5947   0.99996
6.0256   2591.97860963   0.5899   0.99996
6.16595   2705.34759358   0.5852   0.99996
6.30957   2826.73796791   0.5799   0.99996
6.45654   2951.87165775   0.5745   0.99996
6.60693   3108.55614973   0.5664   0.99995
6.6302   3165.24064171   0.5621   0.99995
6.6408   3249.73262032   0.5494   0.99995
6.6479   3308.02139037   0.5324   0.99995
6.6586   3239.57219251   0.5335   0.99995
6.6658   3180.21390374   0.5436   0.99995
6.6766   3206.4171123   0.5496   0.99995
6.6838   3306.4171123   0.5313   0.99995
6.691   3321.39037433   0.5174   0.99995
6.6946   3241.17647059   0.5277   0.99995
6.6982   3200.0   0.5354   0.99995
6.7018   3218.71657754   0.536   0.99995
6.7055   3272.72727273   0.5369   0.99995
6.7091   3337.43315508   0.5327   0.99995
6.7127   3528.87700535   0.4891   0.99995
6.7145   3637.96791444   0.4575   0.99995
6.7164   3749.73262032   0.4328   0.99995
6.7171   3781.28342246   0.4261   0.99995
6.7178   3787.70053476   0.4224   0.99995
6.7185   3747.59358289   0.4234   0.99995
6.7193   3648.12834225   0.4307   0.99995
6.72   3495.72192513   0.445   0.99995
6.7218   3093.04812834   0.4926   0.99995
6.7273   2736.36363636   0.5551   0.99995
6.7309   2739.57219251   0.5775   0.99995
6.7346   2765.77540107   0.5853   0.99995
6.7383   2768.44919786   0.5938   0.99995
6.76083   2789.30481283   0.6127   0.99995
6.91831   3027.80748663   0.6218   0.99995
7.07946   3199.46524064   0.621   0.99995
7.24436   3370.58823529   0.6185   0.99995
7.4131   3541.17647059   0.6154   0.99995
7.58578   3716.57754011   0.6119   0.99994
7.76247   3894.65240642   0.6079   0.99994
7.94328   4080.21390374   0.6038   0.99994
8.1283   4268.98395722   0.5995   0.99994
8.31764   4461.4973262   0.5951   0.99993
8.51138   4660.42780749   0.5905   0.99993
8.70964   4863.63636364   0.5855   0.99993
8.91251   5071.12299465   0.5802   0.99992
9.12011   5285.56149733   0.5751   0.99992
9.3221   5796.79144385   0.5363   0.99991
9.33254   5727.27272727   0.5366   0.99991
9.3362   5572.19251337   0.5509   0.99991
9.3502   5684.49197861   0.5346   0.99991
9.3644   5561.4973262   0.5503   0.99991
9.3785   5668.44919786   0.55   0.99991
9.3927   5812.8342246   0.5348   0.99991
9.3998   5855.61497326   0.5237   0.99991
9.407   5807.48663102   0.5202   0.99991
9.4141   5684.49197861   0.5282   0.99991
9.4213   5641.71122995   0.5357   0.99991
9.4284   5684.49197861   0.5368   0.99991
9.4356   5748.6631016   0.5366   0.99991
9.4428   5871.65775401   0.5353   0.99991
9.45   6197.86096257   0.5024   0.99991
9.4536   6342.2459893   0.4754   0.99991
9.4572   6401.06951872   0.4477   0.99991
9.4587   6411.76470588   0.4383   0.99991
9.4601   6390.37433155   0.4328   0.99991
9.4615   6315.50802139   0.4324   0.9999
9.4644   5935.82887701   0.4475   0.99991
9.468   5327.80748663   0.4841   0.99991
9.4717   5045.98930481   0.5059   0.99991
9.4789   4936.36363636   0.5462   0.99991
9.4862   4945.45454545   0.5648   0.99991
9.4934   4995.72192513   0.5717   0.99991
9.5007   5009.62566845   0.5791   0.99991
9.54993   5091.97860963   0.5965   0.99991
9.77237   5465.24064171   0.6032   0.99991
10.0   5791.44385027   0.6043   0.9999
10.2329   6069.51871658   0.6016   0.9999
10.4713   6342.2459893   0.5979   0.9999
10.7152   6620.32085561   0.5941   0.99989
10.9648   6909.09090909   0.5899   0.99989
11.2202   7197.86096257   0.5855   0.99988
11.4815   7497.32620321   0.5809   0.99987
11.749   7796.79144385   0.576   0.99987
12.0226   8101.60427807   0.5709   0.99986
12.3027   8401.06951872   0.5656   0.99986
12.5893   8711.22994652   0.5602   0.99985
12.8825   9021.39037433   0.5545   0.99984
13.1826   9320.85561497   0.549   0.99983
13.4896   9641.71122995   0.5437   0.99982
13.8038   9951.87165775   0.5359   0.99981
14.1254   10235.2941176   0.5324   0.99981
14.4544   10614.973262   0.5187   0.99979
14.7911   10647.0588235   0.5271   0.99979
15.1356   11016.0427807   0.5219   0.99978
15.4882   11331.5508021   0.5142   0.99976
15.8489   11556.1497326   0.5094   0.99975
16.2181   11812.8342246   0.5052   0.99974
16.5959   12058.8235294   0.5007   0.99973
16.9824   12352.9411765   0.4981   0.99971
16.984   12352.9411765   0.4981   0.99971
